id,x,y,class,TRACK_ID,Rock,Metal,Pop,Disco,HipHop,Jazz,Blues,Reggae,Country,Classical
33,73.45137,-49.517048,Classical,track_0000390,0,0,0,0,0,0,0,0,0,1
34,73.46717,-49.413395,Classical,track_0000391,0,0,0,0,0,0,0,0,0,1
35,73.59605,-49.8619,Classical,track_0000392,0,0,0,0,0,0,0,0,0,1
36,73.51925,-49.685226,Classical,track_0000393,0,0,0,0,0,0,0,0,0,1
37,73.42558,-49.382126,Classical,track_0000394,0,0,0,0,0,0,0,0,0,1
38,73.46264,-49.38414,Classical,track_0000395,0,0,0,0,0,0,0,0,0,1
39,-77.4309,-24.12319,Country,track_0000759,0,0,0,0,0,0,0,0,1,0
40,-53.82357,-5.6878777,Classical,track_0000760,0,0,0,0,0,0,0,0,0,1
41,-66.15682,-2.6796625,Rock,track_0000761,1,0,0,0,0,0,0,0,0,0
42,-55.482216,-8.44625,Country,track_0000762,0,0,0,0,0,0,0,0,1,0
43,-83.93561,-38.303013,Country,track_0000763,0,0,0,0,0,0,0,0,1,0
44,-75.938156,-22.330223,Blues,track_0000764,0,0,0,0,0,0,1,0,0,0
45,-47.786583,-14.295486,Country,track_0000765,0,0,0,0,0,0,0,0,1,0
46,-70.70092,-42.10574,Country,track_0000766,0,0,0,0,0,0,0,0,1,0
47,-89.93868,-43.869396,Country,track_0000767,0,0,0,0,0,0,0,0,1,0
48,-55.796528,-1.7760478,Disco,track_0000768,0,0,0,1,0,0,0,0,0,0
49,-70.72244,-42.06837,Country,track_0000769,0,0,0,0,0,0,0,0,1,0
50,-28.29155,-18.198296,Country,track_0000770,0,0,0,0,0,0,0,0,1,0
51,-46.677235,-28.686918,Country,track_0000771,0,0,0,0,0,0,0,0,1,0
52,7.9737086,-71.60029,Country,track_0000772,0,0,0,0,0,0,0,0,1,0
53,-9.908696,11.117205,Pop,track_0000773,0,0,1,0,0,0,0,0,0,0
54,-49.675564,-0.48920566,Pop,track_0000774,0,0,1,0,0,0,0,0,0,0
55,-52.95845,-1.1745323,Jazz,track_0000775,0,0,0,0,0,1,0,0,0,0
56,3.1578288,-30.20443,Jazz,track_0000776,0,0,0,0,0,1,0,0,0,0
57,-62.401993,-43.510178,Country,track_0000808,0,0,0,0,0,0,0,0,1,0
58,-62.44873,-43.405277,Country,track_0000809,0,0,0,0,0,0,0,0,1,0
59,-62.971535,-38.028263,Country,track_0000810,0,0,0,0,0,0,0,0,1,0
60,-60.710785,-32.239353,Rock,track_0000843,1,0,0,0,0,0,0,0,0,0
61,-80.97395,-9.921269,Rock,track_0000844,1,0,0,0,0,0,0,0,0,0
62,-38.13772,1.2645587,Jazz,track_0000851,0,0,0,0,0,1,0,0,0,0
63,-76.74947,-6.8160205,Jazz,track_0000852,0,0,0,0,0,1,0,0,0,0
64,-76.73463,-6.805425,Blues,track_0000853,0,0,0,0,0,0,1,0,0,0
65,14.513119,-50.6705,Jazz,track_0000854,0,0,0,0,0,1,0,0,0,0
66,-68.2841,7.36054,Disco,track_0000855,0,0,0,1,0,0,0,0,0,0
67,-78.51357,-7.318293,Blues,track_0000856,0,0,0,0,0,0,1,0,0,0
68,-3.075466,-2.7331595,Jazz,track_0000946,0,0,0,0,0,1,0,0,0,0
69,-17.397503,29.815924,Jazz,track_0000947,0,0,0,0,0,1,0,0,0,0
70,-7.584921,59.586006,Disco,track_0000948,0,0,0,1,0,0,0,0,0,0
71,-43.2183,29.727993,Reggae,track_0000949,0,0,0,0,0,0,0,1,0,0
72,-29.994965,59.857693,Disco,track_0000950,0,0,0,1,0,0,0,0,0,0
73,-37.227596,65.19662,Disco,track_0000951,0,0,0,1,0,0,0,0,0,0
74,-23.613714,-17.752243,Jazz,track_0000952,0,0,0,0,0,1,0,0,0,0
75,-7.230773,-2.7288947,Jazz,track_0000953,0,0,0,0,0,1,0,0,0,0
76,29.56224,11.229906,Pop,track_0000954,0,0,1,0,0,0,0,0,0,0
77,-12.312911,69.94299,Pop,track_0000955,0,0,1,0,0,0,0,0,0,0
78,-55.967655,-3.100443,Jazz,track_0000956,0,0,0,0,0,1,0,0,0,0
79,-12.208241,43.36539,Disco,track_0000957,0,0,0,1,0,0,0,0,0,0
80,4.7189975,-57.65857,Jazz,track_0000958,0,0,0,0,0,1,0,0,0,0
81,33.486225,61.813446,Pop,track_0001091,0,0,1,0,0,0,0,0,0,0
82,-87.661156,-39.451073,Country,track_0001092,0,0,0,0,0,0,0,0,1,0
83,5.7841706,-80.64653,Blues,track_0001093,0,0,0,0,0,0,1,0,0,0
84,24.916584,-33.288002,Jazz,track_0001094,0,0,0,0,0,1,0,0,0,0
85,14.94693,-70.83143,Country,track_0001095,0,0,0,0,0,0,0,0,1,0
86,-61.456223,-24.08336,Country,track_0001096,0,0,0,0,0,0,0,0,1,0
87,-87.91522,-38.151096,Blues,track_0001097,0,0,0,0,0,0,1,0,0,0
88,8.199289,-18.097748,Jazz,track_0001098,0,0,0,0,0,1,0,0,0,0
89,40.852627,42.99234,HipHop,track_0001099,0,0,0,0,1,0,0,0,0,0
90,-50.237335,-71.12027,Rock,track_0001100,1,0,0,0,0,0,0,0,0,0
91,-65.460075,-7.397539,HipHop,track_0001101,0,0,0,0,1,0,0,0,0,0
92,-58.398624,-65.22242,Pop,track_0001102,0,0,1,0,0,0,0,0,0,0
93,-49.978863,-60.75871,Metal,track_0001103,0,1,0,0,0,0,0,0,0,0
94,-49.924896,-59.919117,Rock,track_0001104,1,0,0,0,0,0,0,0,0,0
95,-38.569374,-41.80232,Blues,track_0001105,0,0,0,0,0,0,1,0,0,0
96,-68.07701,-24.944601,Pop,track_0001106,0,0,1,0,0,0,0,0,0,0
97,-50.208027,-71.1728,Rock,track_0001107,1,0,0,0,0,0,0,0,0,0
98,-80.7339,-9.709427,Blues,track_0001108,0,0,0,0,0,0,1,0,0,0
99,-84.66069,-34.066265,Blues,track_0001161,0,0,0,0,0,0,1,0,0,0
100,-64.78674,-37.463802,Country,track_0001260,0,0,0,0,0,0,0,0,1,0
101,-14.127065,-40.743267,Jazz,track_0001261,0,0,0,0,0,1,0,0,0,0
102,-59.659782,-47.270042,Rock,track_0001262,1,0,0,0,0,0,0,0,0,0
103,-56.24124,-37.515205,Blues,track_0001263,0,0,0,0,0,0,1,0,0,0
104,-64.31435,-41.492474,Blues,track_0001264,0,0,0,0,0,0,1,0,0,0
105,-58.981262,-39.764587,Jazz,track_0001265,0,0,0,0,0,1,0,0,0,0
106,-56.572227,-4.9733706,Blues,track_0001266,0,0,0,0,0,0,1,0,0,0
107,-43.111313,-17.455036,Jazz,track_0001267,0,0,0,0,0,1,0,0,0,0
108,84.379036,-16.949837,Jazz,track_0001268,0,0,0,0,0,1,0,0,0,0
109,-25.114477,-34.953068,Rock,track_0001269,1,0,0,0,0,0,0,0,0,0
110,-1.2781945,17.06257,Pop,track_0001271,0,0,1,0,0,0,0,0,0,0
111,-48.54375,-46.68121,Blues,track_0001286,0,0,0,0,0,0,1,0,0,0
112,-39.7211,-57.355877,Rock,track_0001287,1,0,0,0,0,0,0,0,0,0
113,-36.52836,-1.5922045,Rock,track_0001288,1,0,0,0,0,0,0,0,0,0
114,-39.784492,-57.004566,Metal,track_0001289,0,1,0,0,0,0,0,0,0,0
115,-33.05391,-60.798714,Rock,track_0001290,1,0,0,0,0,0,0,0,0,0
116,-30.199644,-54.801464,Rock,track_0001291,1,0,0,0,0,0,0,0,0,0
117,-39.754784,-56.551723,Rock,track_0001292,1,0,0,0,0,0,0,0,0,0
118,65.3672,58.2849,HipHop,track_0001293,0,0,0,0,1,0,0,0,0,0
119,-48.621872,-46.864967,Blues,track_0001294,0,0,0,0,0,0,1,0,0,0
120,38.43426,-38.677895,Classical,track_0001332,0,0,0,0,0,0,0,0,0,1
121,-8.365965,12.257972,Jazz,track_0001333,0,0,0,0,0,1,0,0,0,0
122,-14.441522,51.109467,Metal,track_0001334,0,1,0,0,0,0,0,0,0,0
123,3.7393975,68.18606,HipHop,track_0001336,0,0,0,0,1,0,0,0,0,0
124,51.050385,55.505116,Rock,track_0001341,1,0,0,0,0,0,0,0,0,0
125,11.428351,60.049145,HipHop,track_0001556,0,0,0,0,1,0,0,0,0,0
126,35.848606,22.021246,Rock,track_0001603,1,0,0,0,0,0,0,0,0,0
127,5.843976,13.361007,Pop,track_0001604,0,0,1,0,0,0,0,0,0,0
128,44.719097,12.666688,Pop,track_0001606,0,0,1,0,0,0,0,0,0,0
129,-78.76694,-9.090086,Jazz,track_0001729,0,0,0,0,0,1,0,0,0,0
130,-47.281494,-47.374657,Blues,track_0001730,0,0,0,0,0,0,1,0,0,0
131,-80.790764,-13.078856,Jazz,track_0001731,0,0,0,0,0,1,0,0,0,0
132,-46.10949,-54.016926,Rock,track_0001732,1,0,0,0,0,0,0,0,0,0
133,74.31049,40.97129,Pop,track_0001733,0,0,1,0,0,0,0,0,0,0
134,13.85556,30.324974,Metal,track_0001736,0,1,0,0,0,0,0,0,0,0
135,34.821438,10.316285,Classical,track_0001941,0,0,0,0,0,0,0,0,0,1
136,34.09827,16.155313,Classical,track_0001945,0,0,0,0,0,0,0,0,0,1
137,43.643204,4.5916486,Classical,track_0001947,0,0,0,0,0,0,0,0,0,1
138,44.694443,49.931618,HipHop,track_0002011,0,0,0,0,1,0,0,0,0,0
139,-43.154747,13.3118305,Disco,track_0002079,0,0,0,1,0,0,0,0,0,0
140,-31.477259,8.247032,Disco,track_0002080,0,0,0,1,0,0,0,0,0,0
141,-2.7355275,-47.57269,Blues,track_0002081,0,0,0,0,0,0,1,0,0,0
142,26.914295,-39.59835,Jazz,track_0002082,0,0,0,0,0,1,0,0,0,0
143,28.052073,51.361034,Country,track_0002083,0,0,0,0,0,0,0,0,1,0
144,-68.21409,10.81333,Jazz,track_0002084,0,0,0,0,0,1,0,0,0,0
145,61.8097,-3.3024979,Jazz,track_0002085,0,0,0,0,0,1,0,0,0,0
146,32.76451,-15.1414,Classical,track_0002164,0,0,0,0,0,0,0,0,0,1
147,0.18692467,-2.612771,Jazz,track_0002165,0,0,0,0,0,1,0,0,0,0
148,-43.995647,10.204713,Disco,track_0002166,0,0,0,1,0,0,0,0,0,0
149,-59.560627,9.258783,Pop,track_0002167,0,0,1,0,0,0,0,0,0,0
150,35.769115,65.86922,Disco,track_0002168,0,0,0,1,0,0,0,0,0,0
151,-56.501614,-9.988374,Jazz,track_0002169,0,0,0,0,0,1,0,0,0,0
152,-10.311426,80.28974,Pop,track_0002170,0,0,1,0,0,0,0,0,0,0
153,-20.011236,-3.2175803,Jazz,track_0002171,0,0,0,0,0,1,0,0,0,0
154,40.47685,-12.396662,Classical,track_0002172,0,0,0,0,0,0,0,0,0,1
155,-71.187325,-17.798307,Blues,track_0002208,0,0,0,0,0,0,1,0,0,0
156,-69.879616,-18.238062,Blues,track_0002209,0,0,0,0,0,0,1,0,0,0
157,10.158244,-71.09465,Country,track_0002210,0,0,0,0,0,0,0,0,1,0
158,-7.7890654,-17.600698,Jazz,track_0002211,0,0,0,0,0,1,0,0,0,0
159,-15.541894,-22.86427,Jazz,track_0002212,0,0,0,0,0,1,0,0,0,0
160,-14.324449,-22.755075,Jazz,track_0002213,0,0,0,0,0,1,0,0,0,0
161,26.014032,-63.44803,Jazz,track_0002214,0,0,0,0,0,1,0,0,0,0
162,-15.457398,-23.041658,Jazz,track_0002215,0,0,0,0,0,1,0,0,0,0
163,13.777898,-2.339363,Jazz,track_0002216,0,0,0,0,0,1,0,0,0,0
164,-15.106458,-23.275646,Jazz,track_0002217,0,0,0,0,0,1,0,0,0,0
165,-22.906172,-25.574465,Jazz,track_0002218,0,0,0,0,0,1,0,0,0,0
166,16.687477,7.226165,Jazz,track_0002239,0,0,0,0,0,1,0,0,0,0
167,36.33541,14.400894,Classical,track_0002240,0,0,0,0,0,0,0,0,0,1
168,15.037865,19.196484,Jazz,track_0002241,0,0,0,0,0,1,0,0,0,0
169,36.303314,13.778281,Classical,track_0002242,0,0,0,0,0,0,0,0,0,1
170,42.54073,25.20511,Classical,track_0002243,0,0,0,0,0,0,0,0,0,1
171,45.57721,11.8480215,Rock,track_0002244,1,0,0,0,0,0,0,0,0,0
172,55.521515,29.118523,Classical,track_0002245,0,0,0,0,0,0,0,0,0,1
173,40.595814,-14.5949335,Classical,track_0002246,0,0,0,0,0,0,0,0,0,1
174,52.695854,29.223297,Metal,track_0002247,0,1,0,0,0,0,0,0,0,0
175,45.63328,-25.99205,Classical,track_0002248,0,0,0,0,0,0,0,0,0,1
176,46.284145,5.454475,Classical,track_0002249,0,0,0,0,0,0,0,0,0,1
177,35.668095,10.555403,Rock,track_0002250,1,0,0,0,0,0,0,0,0,0
178,38.575626,43.985397,Jazz,track_0002251,0,0,0,0,0,1,0,0,0,0
179,28.049217,14.664823,Classical,track_0002252,0,0,0,0,0,0,0,0,0,1
180,55.630962,29.11238,HipHop,track_0002253,0,0,0,0,1,0,0,0,0,0
181,-44.63405,-51.878513,Rock,track_0002261,1,0,0,0,0,0,0,0,0,0
182,-43.225048,-58.311237,Rock,track_0002262,1,0,0,0,0,0,0,0,0,0
183,25.67441,-57.484283,Classical,track_0002263,0,0,0,0,0,0,0,0,0,1
184,-19.937637,-50.970306,Blues,track_0002264,0,0,0,0,0,0,1,0,0,0
185,75.76086,12.478047,Classical,track_0002277,0,0,0,0,0,0,0,0,0,1
186,100.37852,-1.0595775,Classical,track_0002278,0,0,0,0,0,0,0,0,0,1
187,76.70881,12.758923,Classical,track_0002279,0,0,0,0,0,0,0,0,0,1
188,79.92142,10.189259,Classical,track_0002280,0,0,0,0,0,0,0,0,0,1
189,-3.7447424,65.38622,Disco,track_0002465,0,0,0,1,0,0,0,0,0,0
190,3.4966516,62.63528,Disco,track_0002533,0,0,0,1,0,0,0,0,0,0
191,-6.5632634,84.175735,Disco,track_0002536,0,0,0,1,0,0,0,0,0,0
192,10.504226,68.17728,HipHop,track_0002615,0,0,0,0,1,0,0,0,0,0
193,-3.4219718,39.179596,Disco,track_0002618,0,0,0,1,0,0,0,0,0,0
194,-1.0139979,58.872276,HipHop,track_0002620,0,0,0,0,1,0,0,0,0,0
195,18.020638,-67.6654,Jazz,track_0002634,0,0,0,0,0,1,0,0,0,0
196,6.6447763,-60.86614,Blues,track_0002635,0,0,0,0,0,0,1,0,0,0
197,40.801445,-27.19378,Classical,track_0002636,0,0,0,0,0,0,0,0,0,1
198,21.797775,-77.09477,Blues,track_0002637,0,0,0,0,0,0,1,0,0,0
199,17.888014,-67.67661,Country,track_0002639,0,0,0,0,0,0,0,0,1,0
200,6.6515117,-58.73345,Jazz,track_0002641,0,0,0,0,0,1,0,0,0,0
201,5.1980557,-58.537533,Jazz,track_0002644,0,0,0,0,0,1,0,0,0,0
202,5.0002437,-58.6405,Jazz,track_0002645,0,0,0,0,0,1,0,0,0,0
203,11.453866,-68.561005,Blues,track_0002652,0,0,0,0,0,0,1,0,0,0
204,23.803972,-76.08743,Blues,track_0002653,0,0,0,0,0,0,1,0,0,0
205,49.80479,56.096497,Metal,track_0002832,0,1,0,0,0,0,0,0,0,0
206,-15.368565,81.66722,Metal,track_0002833,0,1,0,0,0,0,0,0,0,0
207,-14.811002,80.58877,Disco,track_0002834,0,0,0,1,0,0,0,0,0,0
208,52.3141,63.804905,Metal,track_0002835,0,1,0,0,0,0,0,0,0,0
209,-16.2132,80.86772,Disco,track_0002836,0,0,0,1,0,0,0,0,0,0
210,-15.65188,79.50042,Metal,track_0002837,0,1,0,0,0,0,0,0,0,0
211,12.689671,66.658646,Disco,track_0002854,0,0,0,1,0,0,0,0,0,0
212,13.548282,74.6702,Disco,track_0002855,0,0,0,1,0,0,0,0,0,0
213,10.721804,73.67816,Disco,track_0002856,0,0,0,1,0,0,0,0,0,0
214,12.185532,69.64331,Disco,track_0002857,0,0,0,1,0,0,0,0,0,0
215,13.957746,58.685265,Blues,track_0002858,0,0,0,0,0,0,1,0,0,0
216,12.0212,69.0333,Disco,track_0002859,0,0,0,1,0,0,0,0,0,0
217,11.412695,72.94538,Disco,track_0002860,0,0,0,1,0,0,0,0,0,0
218,12.593129,66.80399,Disco,track_0002861,0,0,0,1,0,0,0,0,0,0
219,13.618514,67.86599,Disco,track_0002862,0,0,0,1,0,0,0,0,0,0
220,-27.268036,64.09562,Disco,track_0002863,0,0,0,1,0,0,0,0,0,0
221,-22.5266,73.84007,Disco,track_0002864,0,0,0,1,0,0,0,0,0,0
222,-83.325584,-23.948275,Blues,track_0002966,0,0,0,0,0,0,1,0,0,0
223,-85.03683,-27.560701,Blues,track_0002967,0,0,0,0,0,0,1,0,0,0
224,-81.5413,-36.45737,Blues,track_0002968,0,0,0,0,0,0,1,0,0,0
225,-85.61627,-28.073734,Blues,track_0002969,0,0,0,0,0,0,1,0,0,0
226,24.34624,-79.03293,Jazz,track_0002970,0,0,0,0,0,1,0,0,0,0
227,-82.63276,-29.5292,Blues,track_0002971,0,0,0,0,0,0,1,0,0,0
228,-81.30678,-31.75274,Blues,track_0002972,0,0,0,0,0,0,1,0,0,0
229,-79.30489,-0.123885736,Jazz,track_0003097,0,0,0,0,0,1,0,0,0,0
230,-72.87827,-10.162223,Jazz,track_0003098,0,0,0,0,0,1,0,0,0,0
231,-67.18512,-27.117893,Jazz,track_0003099,0,0,0,0,0,1,0,0,0,0
232,-67.5895,-19.735836,Jazz,track_0003100,0,0,0,0,0,1,0,0,0,0
233,-66.52577,-21.72059,Jazz,track_0003101,0,0,0,0,0,1,0,0,0,0
234,-79.45679,-0.29356143,Disco,track_0003102,0,0,0,1,0,0,0,0,0,0
235,-54.67953,-13.505822,Jazz,track_0003103,0,0,0,0,0,1,0,0,0,0
236,13.938346,68.467125,Disco,track_0003108,0,0,0,1,0,0,0,0,0,0
237,14.387809,65.345245,Disco,track_0003110,0,0,0,1,0,0,0,0,0,0
238,14.391861,65.41163,Disco,track_0003111,0,0,0,1,0,0,0,0,0,0
239,68.341354,47.57044,Metal,track_0003112,0,1,0,0,0,0,0,0,0,0
240,34.98099,20.561584,HipHop,track_0003127,0,0,0,0,1,0,0,0,0,0
241,14.18312,60.232372,HipHop,track_0003222,0,0,0,0,1,0,0,0,0,0
242,-51.430904,24.559893,Jazz,track_0003270,0,0,0,0,0,1,0,0,0,0
243,26.008438,-41.23555,Jazz,track_0003271,0,0,0,0,0,1,0,0,0,0
244,9.713748,-63.835167,Jazz,track_0003272,0,0,0,0,0,1,0,0,0,0
245,-18.45503,-25.344881,Jazz,track_0003273,0,0,0,0,0,1,0,0,0,0
246,-12.61793,22.113068,Jazz,track_0003274,0,0,0,0,0,1,0,0,0,0
247,-0.65914637,66.034996,Blues,track_0003275,0,0,0,0,0,0,1,0,0,0
248,-7.112531,-12.87694,Jazz,track_0003276,0,0,0,0,0,1,0,0,0,0
249,57.166992,63.33908,Pop,track_0003277,0,0,1,0,0,0,0,0,0,0
250,14.110209,55.296047,Jazz,track_0003278,0,0,0,0,0,1,0,0,0,0
251,-45.561684,42.49691,Disco,track_0003279,0,0,0,1,0,0,0,0,0,0
252,52.881523,52.035202,Blues,track_0003280,0,0,0,0,0,0,1,0,0,0
253,30.52324,40.601746,Jazz,track_0003281,0,0,0,0,0,1,0,0,0,0
254,-51.99813,-21.51032,Jazz,track_0003346,0,0,0,0,0,1,0,0,0,0
255,-48.396347,-9.433487,Pop,track_0003347,0,0,1,0,0,0,0,0,0,0
256,-53.26536,2.3323765,Pop,track_0003348,0,0,1,0,0,0,0,0,0,0
257,-47.88188,-8.910688,Classical,track_0003349,0,0,0,0,0,0,0,0,0,1
258,-52.068405,-21.440916,Jazz,track_0003350,0,0,0,0,0,1,0,0,0,0
259,-1.513142,-55.241367,Blues,track_0003387,0,0,0,0,0,0,1,0,0,0
260,-13.197661,-59.537018,Blues,track_0003407,0,0,0,0,0,0,1,0,0,0
261,16.149288,-72.530235,Country,track_0003409,0,0,0,0,0,0,0,0,1,0
262,-47.820446,-73.84424,Metal,track_0003437,0,1,0,0,0,0,0,0,0,0
263,-47.46415,-74.212746,Metal,track_0003439,0,1,0,0,0,0,0,0,0,0
264,-29.23199,-70.80614,Metal,track_0003442,0,1,0,0,0,0,0,0,0,0
265,-48.161037,-74.02935,Metal,track_0003444,0,1,0,0,0,0,0,0,0,0
266,-49.452473,-73.17431,Rock,track_0003445,1,0,0,0,0,0,0,0,0,0
267,-41.73002,-73.00762,Metal,track_0003447,0,1,0,0,0,0,0,0,0,0
268,-83.06742,-16.728662,Rock,track_0003448,1,0,0,0,0,0,0,0,0,0
269,-48.78703,-73.20114,Rock,track_0003449,1,0,0,0,0,0,0,0,0,0
270,-48.628216,-73.15461,Rock,track_0003451,1,0,0,0,0,0,0,0,0,0
271,-41.57762,-75.251015,Metal,track_0003452,0,1,0,0,0,0,0,0,0,0
272,-47.827774,-70.793724,Rock,track_0003453,1,0,0,0,0,0,0,0,0,0
273,-49.171844,-71.32959,Metal,track_0003454,0,1,0,0,0,0,0,0,0,0
274,13.882547,69.2195,Disco,track_0003516,0,0,0,1,0,0,0,0,0,0
275,9.142035,59.744102,Jazz,track_0003517,0,0,0,0,0,1,0,0,0,0
276,9.360692,59.140385,Disco,track_0003518,0,0,0,1,0,0,0,0,0,0
277,42.80163,51.933113,Pop,track_0003519,0,0,1,0,0,0,0,0,0,0
278,9.26162,59.956966,Disco,track_0003520,0,0,0,1,0,0,0,0,0,0
279,13.957655,59.111744,Disco,track_0003521,0,0,0,1,0,0,0,0,0,0
280,-39.570774,7.733487,HipHop,track_0003522,0,0,0,0,1,0,0,0,0,0
281,12.098975,71.64391,Disco,track_0003523,0,0,0,1,0,0,0,0,0,0
282,9.64883,61.131344,Disco,track_0003524,0,0,0,1,0,0,0,0,0,0
283,11.000299,61.040813,Jazz,track_0003525,0,0,0,0,0,1,0,0,0,0
284,31.612654,56.925346,Jazz,track_0003526,0,0,0,0,0,1,0,0,0,0
285,14.912838,71.51945,Disco,track_0003569,0,0,0,1,0,0,0,0,0,0
286,-17.07235,41.668484,Pop,track_0003667,0,0,1,0,0,0,0,0,0,0
287,13.096767,30.728205,HipHop,track_0003668,0,0,0,0,1,0,0,0,0,0
288,-10.190833,13.145048,Jazz,track_0003669,0,0,0,0,0,1,0,0,0,0
289,52.040154,28.990025,Pop,track_0003670,0,0,1,0,0,0,0,0,0,0
290,53.803436,18.159716,Jazz,track_0003671,0,0,0,0,0,1,0,0,0,0
291,57.19142,-49.884724,Pop,track_0003673,0,0,1,0,0,0,0,0,0,0
292,-1.6857631,11.244774,Pop,track_0003674,0,0,1,0,0,0,0,0,0,0
293,48.299046,54.51568,Pop,track_0003675,0,0,1,0,0,0,0,0,0,0
294,-5.789313,13.783404,Disco,track_0003678,0,0,0,1,0,0,0,0,0,0
295,57.2869,-49.799236,Pop,track_0003679,0,0,1,0,0,0,0,0,0,0
296,13.541391,29.21512,HipHop,track_0003680,0,0,0,0,1,0,0,0,0,0
297,65.18674,-39.74519,Classical,track_0003682,0,0,0,0,0,0,0,0,0,1
298,60.315662,-47.867336,Pop,track_0003683,0,0,1,0,0,0,0,0,0,0
299,53.984398,3.8317478,Classical,track_0003684,0,0,0,0,0,0,0,0,0,1
300,59.962765,40.140427,Pop,track_0003685,0,0,1,0,0,0,0,0,0,0
301,39.363018,1.6404117,Jazz,track_0003686,0,0,0,0,0,1,0,0,0,0
302,10.052391,61.73689,Disco,track_0003731,0,0,0,1,0,0,0,0,0,0
303,20.907467,-9.161171,Jazz,track_0003899,0,0,0,0,0,1,0,0,0,0
304,29.722826,40.504128,Jazz,track_0003900,0,0,0,0,0,1,0,0,0,0
305,-29.987528,21.19026,HipHop,track_0003901,0,0,0,0,1,0,0,0,0,0
306,39.990604,0.174559,Jazz,track_0003902,0,0,0,0,0,1,0,0,0,0
307,45.68005,40.60212,Blues,track_0003903,0,0,0,0,0,0,1,0,0,0
308,-6.2894044,0.22625548,Country,track_0003904,0,0,0,0,0,0,0,0,1,0
309,27.909624,28.158169,Jazz,track_0003905,0,0,0,0,0,1,0,0,0,0
310,5.676609,56.199947,Jazz,track_0003906,0,0,0,0,0,1,0,0,0,0
311,-23.956121,23.86813,Jazz,track_0003907,0,0,0,0,0,1,0,0,0,0
312,-29.988329,20.529724,HipHop,track_0003908,0,0,0,0,1,0,0,0,0,0
313,-9.753375,3.0365443,Jazz,track_0003909,0,0,0,0,0,1,0,0,0,0
314,7.023833,61.074684,Disco,track_0003910,0,0,0,1,0,0,0,0,0,0
315,-19.051222,-23.217302,Jazz,track_0003911,0,0,0,0,0,1,0,0,0,0
316,11.093952,58.10092,HipHop,track_0003912,0,0,0,0,1,0,0,0,0,0
317,62.472004,16.066475,Jazz,track_0003913,0,0,0,0,0,1,0,0,0,0
318,-29.958776,0.9545549,Jazz,track_0003914,0,0,0,0,0,1,0,0,0,0
