x,y,_id
-4.7202387,-20.838484,285
-56.08139,22.864845,286
-2.6779523,-17.112663,287
-33.857845,-20.309126,288
-26.160276,-31.034014,289
-23.91192,-1.4198824,290
-14.816676,10.476655,291
8.807775,31.59472,292
-46.432365,13.318477,293
34.352676,15.024914,294
-39.66317,-3.2055526,295
20.982342,-20.108355,296
9.944097,5.9808254,297
45.88752,0.53654015,298
-25.293514,7.543737,299
18.113834,-27.261793,300
9.052463,13.0336275,301
-8.1596575,-36.040455,302
-13.181158,22.988253,303
1.4902941,28.810299,304
-0.52722603,-34.96812,305
39.726902,9.576058,306
38.829105,20.164532,307
39.918663,26.86,308
-32.48266,9.6532,309
56.60548,11.0671015,310
-27.435474,7.1432085,311
-0.433588,33.03003,312
-53.365417,3.5436273,313
-21.126593,19.638527,314
-6.192192,-21.814219,315
-36.912354,12.137236,316
-5.6750073,-23.668068,317
39.43565,13.735337,318
-14.011257,-28.196981,319
-2.1870613,25.928158,320
16.63445,0.83745754,321
24.95707,-7.824745,322
46.995583,-0.86211985,323
20.303003,25.383043,324
-14.836565,-9.557684,325
-46.4305,13.272348,326
-48.780273,8.595396,327
-17.481323,-26.630117,328
11.984749,12.636946,329
23.583843,-22.559635,330
48.8577,-23.375603,331
21.257092,-32.034946,332
16.870773,-24.865965,333
29.678722,10.737759,334
-33.103874,-33.470303,335
39.41349,-26.15475,336
-11.718323,-36.149174,337
16.118113,-13.263966,338
48.8577,-23.375603,339
-11.577192,4.1747766,340
-12.274528,-26.192915,341
-10.706528,-39.1866,342
-5.0114546,23.393661,343
0.71138334,30.035763,344
37.35836,23.383253,345
36.844845,2.744497,346
-21.1052,24.441841,347
-47.90211,3.458348,348
-28.711748,26.318272,349
-21.55982,-3.7276487,350
-4.0688696,-13.772634,351
9.043396,-21.553696,352
-25.794043,-12.614236,353
26.302486,-28.393572,354
-14.798618,13.484508,355
-51.50185,6.6402183,356
37.93159,-7.268718,357
-20.673653,8.215967,358
-18.09439,-27.967955,359
36.61934,7.9554815,360
35.62364,6.27262,361
48.370537,2.8849092,362
-23.495382,-6.3633833,363
47.764557,5.737138,364
29.17298,2.0153348,365
18.40114,-22.392975,366
-33.52014,-25.47396,367
-35.612556,-28.519445,368
12.475454,-28.513323,369
35.360985,4.301893,370
-37.646244,-4.3043194,371
33.042812,-24.68046,372
-21.777388,-31.570967,373
65.32284,11.245838,374
-29.117361,-13.020584,375
34.35195,-4.4400883,376
-52.53036,-1.6964455,377
-22.4059,27.210745,378
1.9334754,-2.908157,379
37.01617,-13.504719,380
5.875742,20.60224,381
28.077694,-18.535545,382
52.732403,4.889138,383
21.270092,6.2281055,384
-46.99891,-6.2785473,385
10.897825,-32.330856,386
6.33271,-4.2925477,387
43.44856,-1.5756645,388
-27.066807,12.3301735,389
-19.78757,-21.51545,390
-42.81784,2.405584,391
2.3256083,9.131128,392
-42.533302,-22.353846,393
0.20973428,13.582683,394
2.284036,7.1190805,395
-6.095853,23.802454,396
-53.660534,12.4751005,397
-10.604409,-7.3888316,398
-45.424088,-3.784539,399
19.109028,-1.3646766,400
-49.314022,-0.4538423,401
61.392548,10.510846,402
-3.6394484,4.4336367,403
-28.824467,-5.747369,404
-17.157425,26.616598,405
11.876536,-34.39489,406
-27.11459,-15.30034,407
36.446354,16.46151,408
-39.062065,-0.023091214,409
23.827364,-30.319635,410
-5.358622,-28.744509,411
-13.232109,-18.02117,412
-36.300518,30.836956,413
21.020092,-11.220097,414
-0.8469596,-9.430965,415
-30.608938,-14.117809,416
11.776244,-18.99071,417
10.896416,17.031311,418
-35.998722,-21.856504,419
-42.86792,19.113823,420
37.502365,-23.644922,421
1.3009932,-38.53582,422
-47.778675,27.6904,423
40.46024,25.11083,424
-23.940931,-13.755503,425
-21.279882,5.966071,426
-18.43984,-33.08463,427
21.36225,13.274013,428
36.49501,5.399146,429
14.438751,-15.363311,430
-35.358852,-17.676754,431
22.256813,23.666855,432
31.28701,-21.460917,433
-12.274294,6.524549,434
-0.2855573,-21.507568,435
36.093548,5.2005816,436
0.2893318,18.672684,437
38.861614,-1.5201819,438
8.103748,23.540545,439
-51.886112,4.102357,440
47.97811,27.416979,441
-14.543343,-12.733436,442
43.599846,18.432583,443
26.49333,3.3300362,444
-23.248928,-11.165797,445
-46.037918,4.7126055,446
20.368837,-7.358948,447
8.365385,4.149874,448
-3.754373,-21.547853,449
38.242516,-10.152284,450
3.8927948,-13.545663,451
29.89749,9.855216,452
45.54868,12.240333,453
6.3087955,21.422266,454
-29.396576,4.6808114,455
-31.789316,15.261488,456
-13.548705,28.466343,457
24.391836,4.430423,458
34.32558,17.731613,459
-15.211938,-19.54914,460
-25.375204,26.435102,461
-39.058754,-10.897306,462
-20.326006,-33.564,463
-15.953533,18.74708,464
-49.198227,12.545886,465
-12.643145,31.44794,466
10.426979,-34.43872,467
20.171614,17.354,468
-11.506159,7.630375,469
6.0093055,-28.078024,470
-25.284285,24.539177,471
-9.888433,-3.1642106,472
-1.1538295,-11.083883,473
23.218388,24.806631,474
-4.839488,5.158332,475
8.06024,-10.479793,476
30.250862,-18.126692,477
-37.864483,-6.4190803,478
39.23069,-18.27262,479
-23.664469,-30.653864,480
-40.67779,15.000811,481
-41.258812,-17.706059,482
-0.9436226,-31.065521,483
18.911295,17.458513,484
35.85167,-10.490994,485
19.538807,-13.57958,486
-37.750946,17.936491,487
-14.186211,-33.943153,488
7.590686,9.507901,489
32.17232,9.707499,490
-10.822475,27.057667,491
-31.993565,-19.67827,492
-25.358284,16.72074,493
0.26730242,-3.2019255,494
-18.26215,8.98581,495
18.84183,-13.723178,496
47.857674,6.9777474,497
-18.226702,13.884191,498
-15.538596,2.7846572,499
51.22582,8.328518,500
8.512129,-13.961802,501
-3.5107577,4.2019787,502
4.2386208,23.087545,503
-0.4372306,-28.33327,504
13.498338,-35.155235,505
38.546856,28.139584,506
-31.311447,-18.816519,507
-23.2791,8.143465,508
-11.495261,35.622845,509
-27.461145,28.321283,510
-4.0547514,36.799877,511
-1.0654529,-17.818409,512
24.61473,-19.396862,513
2.1810777,-34.09511,514
-11.129578,-16.457546,515
-42.219032,10.291196,516
-10.069282,16.626637,517
-2.7489598,-36.336143,518
-25.009624,30.70456,519
37.05689,5.572082,520
1.919221,-39.94791,521
66.97185,11.956117,522
-18.844826,19.144844,523
-34.41094,-21.461834,524
21.128084,-5.91576,525
-5.5635834,23.570038,526
19.315056,-34.712753,527
-27.178782,33.350193,528
-25.567709,-7.7686276,529
41.00462,1.2784903,530
-41.97791,1.226753,531
-1.8211004,32.018246,532
8.300681,-33.94754,533
9.060211,-1.5511702,534
5.8069344,-14.203036,535
-0.4923517,6.0779696,536
2.678248,-17.40715,537
8.457812,-1.9580058,538
48.91729,-23.483414,539
43.04346,-4.057463,540
30.761631,2.3890123,541
-33.233482,24.286652,542
3.4239976,-32.055458,543
23.333244,-14.318052,544
-39.54536,30.602146,545
0.80807793,-11.044575,546
-22.315252,-15.352492,547
-47.599957,0.15778129,548
-42.891857,0.117129795,549
16.58539,6.3807783,550
-35.449455,34.731224,551
-17.965595,-37.134373,552
-25.874212,29.939823,553
-26.93202,-6.386001,554
29.437292,9.488429,555
41.298847,14.626659,556
18.668888,-31.05831,557
-3.3549633,2.2130563,558
-21.393955,-12.922651,559
-18.054468,-29.773426,560
48.825314,18.28393,561
39.818657,-5.848435,562
24.901072,-7.7741838,563
39.90442,30.42905,564
42.7025,13.508725,565
-9.61667,-28.56491,566
-37.53056,-0.8077359,567
21.770243,-29.036486,568
17.059975,-21.25598,569
-32.11899,22.60702,570
23.086878,-39.797867,571
-14.117411,24.039413,572
38.48756,30.237213,573
5.3265824,-24.0411,574
-42.01981,-12.432299,575
14.761468,36.42286,576
-16.117147,-14.590083,577
62.891426,10.766003,578
-7.4271483,-6.494338,579
-20.665678,2.6016185,580
-54.3063,-4.5823994,581
27.399048,-32.74869,582
36.12762,17.537998,583
37.28852,-19.597641,584
9.656132,26.422169,585
-3.6167865,-31.177372,586
19.313105,-11.339522,587
-43.738197,-3.844709,588
36.142384,-19.675098,589
33.40299,13.423423,590
-5.5163617,-5.2085795,591
5.9921846,33.485744,592
47.6989,11.670482,593
48.872673,25.249586,594
-4.1996355,-27.493935,595
-43.768974,15.87176,596
-8.44556,39.987545,597
-24.073011,-33.204494,598
18.20599,-2.2786713,599
-18.312824,32.039543,600
5.654959,-14.332662,601
28.48761,17.607084,602
-32.28293,8.598231,603
-49.23922,3.8308482,604
29.330877,-29.576393,605
49.66996,17.993057,606
-32.096916,24.348946,607
-14.567202,13.285918,608
-49.25827,4.2285767,609
-51.488327,10.673135,610
-34.10312,6.8802304,611
-24.661888,-30.878786,612
-22.295847,27.482384,613
-32.218792,7.613926,614
-47.48754,7.1971846,615
12.414541,-37.355328,616
35.7208,-18.826513,617
35.52801,11.838678,618
-39.55031,4.621427,619
5.1813745,0.6760126,620
-33.117943,22.648556,621
32.448586,-1.9015157,622
41.862617,11.493808,623
10.987997,-16.24661,624
-25.464317,22.30056,625
10.788353,9.398068,626
-5.345816,-38.552917,627
-24.060497,5.2920017,628
-40.818653,4.1880407,629
27.61713,18.154354,630
34.252144,-26.391457,631
-42.298676,-1.4795771,632
10.66718,-27.261742,633
7.560496,34.966896,634
29.120504,16.361996,635
29.208412,-12.103157,636
39.901073,-10.257424,637
-6.887843,21.787668,638
12.450467,33.162052,639
52.834526,16.286541,640
-17.98585,9.686419,641
26.207113,15.011259,642
3.452289,26.242643,643
24.496424,30.780447,644
-4.7489896,34.195023,645
-13.906367,-3.4485686,646
-15.886493,2.6983745,647
10.808872,-31.19752,648
9.836015,-39.80552,649
-10.375652,23.457016,650
-37.42792,26.899971,651
46.05225,29.49264,652
11.008152,-19.870127,653
48.666416,4.207095,654
44.211254,-20.373978,655
-31.097898,4.223885,656
-50.653667,2.5275314,657
13.713778,-1.5281495,658
-28.365555,29.438322,659
49.24432,26.874794,660
-38.14028,-18.549995,661
-18.7685,-26.547977,662
-4.5072727,-10.785902,663
48.961746,0.87937456,664
3.5382733,21.343597,665
13.986715,-15.930289,666
-32.254013,21.561123,667
-35.959698,-16.732424,668
3.2270527,-40.71237,669
-6.092981,-38.743164,670
-7.818121,42.655773,671
-46.550686,14.590757,672
-21.151915,5.688237,673
-28.110912,0.8136555,674
22.21206,12.584606,675
0.3540066,-0.77701414,676
47.181145,26.88593,677
30.173254,-27.052896,678
-4.323631,-19.97821,679
-17.329645,-11.791545,680
-29.919626,21.840036,681
23.920055,4.761848,682
-9.651737,12.050129,683
-9.952524,-0.6538293,684
49.336735,7.8838925,685
-13.926898,-3.5232775,686
-16.8564,-19.85464,687
-39.912994,8.140682,688
6.4791822,-24.44245,689
-30.164745,21.953403,690
-26.426159,24.557693,691
17.581442,-4.6191635,692
-22.277735,1.8542358,693
-44.077652,25.044462,694
30.650373,-9.34978,695
12.365068,-17.25503,696
-22.347128,-7.1257634,697
31.222317,24.385912,698
39.15467,-27.051008,699
-34.22575,-18.389662,700
-23.09107,31.465818,701
12.556947,0.9415325,702
24.921047,21.135483,703
15.896047,-20.074753,704
-38.56464,25.949635,705
58.591503,7.9331875,706
-22.046886,-21.805666,707
-35.486732,-24.04688,708
9.89564,-31.561089,709
-18.274902,27.964687,710
-35.12215,15.735833,711
-23.740496,-22.547796,712
-42.68058,14.694589,713
-37.55333,15.43479,714
-39.462166,18.718979,715
1.8819548,-36.99346,716
23.389273,9.216929,717
-9.010167,23.810404,718
16.254795,-25.769884,719
37.97022,-5.745702,720
12.726126,33.232666,721
9.673628,-22.192238,722
35.01347,13.542056,723
-21.126549,-21.375593,724
4.0320644,30.720413,725
-1.6783854,4.9490438,726
35.360466,-16.385912,727
27.846424,19.331161,728
36.04881,20.732822,729
30.562508,-23.442665,730
-15.22236,-19.960163,731
-4.857297,39.495953,732
-50.65658,4.660878,733
-41.09104,9.4024515,734
7.6842146,-18.956219,735
-3.928788,10.437419,736
28.68111,-24.370304,737
11.807428,-23.143927,738
36.287632,-7.1509585,739
1.185806,4.6126847,740
-33.250263,-33.707493,741
25.048878,-7.6426725,742
26.066906,-10.658351,743
40.27064,-0.7623263,744
-5.604464,-13.16625,745
-12.158047,-32.416122,746
48.436523,25.686964,747
-31.980698,-14.830957,748
6.7574277,-25.714529,749
-49.647114,0.7269778,750
27.146122,5.742931,751
1.2555691,-36.545074,752
33.8125,16.099188,753
-11.758552,7.2837777,754
-36.983917,-2.7985432,755
-31.765495,8.362579,756
-18.763311,-30.41161,757
19.460424,-20.116373,758
-17.801891,-25.092295,759
2.4650922,-38.094566,760
-3.5392852,-27.831104,761
-29.327532,-7.304963,762
11.361392,-9.454579,763
23.337627,27.316475,764
-3.5840538,5.0343285,765
-19.97826,-29.710226,766
24.088488,0.44344676,767
-40.507236,14.522329,768
41.076775,14.084686,769
13.362647,-32.289932,770
17.986649,-30.82882,771
-33.474247,-7.476583,772
-36.15814,-19.101385,773
1.8605773,-31.308458,774
-18.168379,23.044064,775
36.617085,-8.919137,776
-41.935776,-5.433603,777
34.146248,2.316065,778
-40.81206,6.493877,779
44.114635,-19.067696,780
0.995894,2.9222372,781
42.19135,-1.5396479,782
15.227565,-9.824909,783
42.41539,0.16735718,784
32.60367,-15.544823,785
-8.499318,31.360714,786
8.531271,-16.331009,787
-18.606192,-23.782236,788
4.9186435,4.571634,789
5.183199,24.337978,790
16.749517,-17.457884,791
-18.915201,-26.769926,792
-38.983383,34.802834,793
2.2712226,-5.0997915,794
-4.848337,-21.914564,795
-10.104639,-30.50291,796
51.339832,19.10989,797
28.477243,15.179788,798
-54.00735,26.415052,799
-17.27297,-26.162928,800
-49.17065,-2.3126204,801
61.57393,7.5106416,802
39.367867,13.729163,803
54.273426,14.638176,804
34.640396,-4.1249475,805
-2.6255674,-5.9224677,806
24.44513,-12.086572,807
-13.543613,-15.394982,808
15.44328,-17.957338,809
-11.554778,-2.2790697,810
-37.45269,25.710539,811
12.441667,-39.450882,812
-49.37202,1.7968482,813
21.77434,-0.10094447,814
-27.275938,-4.372096,815
12.699158,23.91843,816
-15.191323,-39.77784,817
-11.356839,-13.375688,818
-2.872876,28.514477,819
-4.2465615,-13.72807,820
58.172623,6.3504367,821
35.643864,-16.86454,822
-18.815243,6.5993886,823
-43.78221,-20.966969,824
-18.04876,-4.338267,825
24.329193,-25.825775,826
11.783455,32.629665,827
24.521725,24.322123,828
-35.55014,-29.043924,829
12.663048,-17.767845,830
49.785683,14.178749,831
4.374464,-28.975935,832
-25.93151,17.861195,833
32.708664,16.848875,834
-36.63444,34.727745,835
58.545853,7.297616,836
25.296576,-16.217567,837
21.519257,-39.961254,838
-29.075788,5.944488,839
21.94304,-18.924698,840
-13.5626135,35.631622,841
51.053665,8.11688,842
4.441868,-21.849298,843
-29.962734,19.409842,844
-15.392086,29.555763,845
27.52955,-9.792209,846
-26.773588,-26.630148,847
-45.596066,3.5756483,848
-33.132504,30.979275,849
-12.184693,6.728787,850
15.658369,13.869942,851
14.488391,-31.813736,852
-38.229443,13.018409,853
-42.85004,22.273096,854
-44.08197,-16.326067,855
35.00258,-20.541115,856
-15.101853,22.724087,857
26.855019,-20.574081,858
-14.050975,-26.824518,859
34.08315,0.05826177,860
-30.859623,18.16078,861
14.0731,-24.26951,862
5.7532806,-5.536916,863
-43.198883,-10.635403,864
-13.009315,-16.814281,865
4.4144807,-35.63976,866
-42.297817,-6.6261396,867
65.65148,11.793019,868
37.390347,-23.526268,869
-22.886425,13.440396,870
22.361443,-17.611853,871
-8.7372,-33.055534,872
-33.27803,17.300537,873
16.657871,22.306993,874
20.019693,-30.668165,875
-41.652496,6.189729,876
-15.58884,-6.35543,877
0.3622584,-45.96001,878
39.19357,-20.766092,879
9.055033,12.949212,880
-11.761665,26.27398,881
-35.227493,34.000504,882
35.082195,15.687038,883
31.39604,17.837847,884
18.054247,17.86101,885
43.628426,2.039628,886
-28.99977,-35.863243,887
7.2046084,13.876877,888
41.36254,5.990426,889
-10.52107,-16.571205,890
21.965702,-29.99237,891
1.1408432,11.2578335,892
24.72948,-28.391949,893
-5.5369864,16.946108,894
58.437603,7.850707,895
-3.0859575,39.193336,896
-12.836944,22.316238,897
-0.42824972,23.19255,898
1.8199594,16.449524,899
-31.076511,-28.166306,900
-8.9684515,20.447195,901
16.046022,-30.792875,902
-24.687763,-29.51491,903
8.144684,-39.023186,904
34.92981,8.349284,905
2.1971705,-18.501682,906
0.5812526,2.318009,907
25.441116,-19.663557,908
30.354963,-23.55537,909
-22.5896,25.208378,910
-36.708298,-9.8049965,911
36.26549,24.947943,912
-18.037613,-10.8280325,913
-1.3301243,-13.058231,914
-9.109751,5.79796,915
0.7976548,4.5280395,916
54.936447,12.553953,917
5.9189243,-42.231064,918
-30.571941,-25.021194,919
-12.8501,-3.295891,920
38.578983,21.21721,921
-47.607952,12.88831,922
-17.225113,0.43281153,923
27.327446,0.24682736,924
35.112976,11.849516,925
-37.521217,-2.8271034,926
2.1816463,-15.359335,927
7.6628976,30.735056,928
-5.8489356,-20.229961,929
-42.600735,25.756947,930
1.0424805,25.104652,931
-7.0234423,4.2778177,932
-14.869853,16.47789,933
-10.180293,24.288559,934
-18.61766,-25.748022,935
-25.404865,1.1923892,936
28.348505,-0.7892264,937
8.266477,-38.335655,938
-21.108616,-20.15435,939
12.05463,-2.8815737,940
-11.139925,19.866737,941
-27.76135,-14.967865,942
20.322227,-40.569386,943
67.736465,12.122299,944
-24.635445,-32.1225,945
-6.5654106,-1.712714,946
14.169055,25.473799,947
-40.982037,9.845854,948
37.98549,-5.022633,949
15.107069,-17.870626,950
-56.05845,11.564258,951
6.401039,-33.880875,952
-49.35824,-4.7035174,953
-45.664745,0.8679172,954
-15.848243,9.407223,955
-26.696234,-13.793591,956
-30.477509,27.253439,957
41.546593,11.593789,958
13.522837,-33.105602,959
-20.703968,-29.290464,960
27.564013,11.987717,961
8.831532,-40.652756,962
-18.102684,17.776367,963
-50.18176,23.912888,964
47.065853,6.88471,965
-47.728634,-1.4305133,966
18.08403,-16.593006,967
-31.386925,26.202185,968
21.337074,-24.9007,969
25.766703,8.379763,970
-22.18101,7.245386,971
10.830041,-5.1462226,972
1.3090411,11.317247,973
-10.812336,-37.45834,974
-33.393414,12.489637,975
-38.356743,-14.521017,976
-22.814905,8.088534,977
28.984531,-23.869085,978
54.06148,17.279453,979
21.49375,17.238731,980
6.2052455,-6.5236535,981
49.266407,15.290684,982
-4.9868693,-20.043877,983
31.572247,-10.842984,984
6.5301976,-3.7130075,985
25.527935,-32.91277,986
6.5254436,34.300823,987
-11.940837,14.621637,988
-12.492992,-33.836235,989
-32.02975,-10.133466,990
12.566098,-11.615571,991
33.777775,23.224077,992
47.994144,-0.65268785,993
-5.2513485,-31.112843,994
-2.0292397,8.472432,995
48.74427,6.553033,996
-16.306244,28.230375,997
44.00814,6.1131487,998
-29.714134,28.618557,999
-8.304566,-18.342604,1000
28.95694,13.497245,1001
54.7283,-1.1248184,1002
13.342319,-23.836222,1003
6.304931,10.625901,1004
-45.230824,-9.27953,1005
-19.196232,11.27045,1006
24.688616,5.9285574,1007
-46.038048,-1.2697579,1008
-41.347206,8.641894,1009
-2.868062,26.75367,1010
-39.940495,-13.515279,1011
-52.532352,16.418217,1012
-3.4688659,-2.6110892,1013
-24.38782,-15.526668,1014
-22.820646,-16.494316,1015
-20.84101,16.221794,1016
-37.965126,-3.3755603,1017
5.5297804,-0.16287453,1018
44.12498,21.634508,1019
-1.9303151,4.4712873,1020
33.741318,15.981495,1021
7.086295,17.636677,1022
38.452435,-15.134666,1023
-43.373055,12.614177,1024
-41.433968,23.906727,1025
-42.395454,25.06794,1026
50.26538,-1.6167051,1027
-12.9255905,-0.70310456,1028
1.8203386,-35.82689,1029
39.595455,3.406831,1030
37.888485,8.375825,1031
-9.445176,2.539963,1032
35.939396,6.143918,1033
8.371397,-6.284212,1034
-46.50087,23.554758,1035
1.4642535,0.65116656,1036
15.704857,-41.29369,1037
20.184635,21.014185,1038
-27.786314,-9.067104,1039
-30.829693,-7.161605,1040
41.510075,15.963721,1041
51.530964,9.593462,1042
22.3759,8.288883,1043
21.514004,-28.942066,1044
40.1744,-0.524733,1045
3.648627,31.471298,1046
